Solute,Solvent,Temperature_K,Solubility,Units,MW,LogP,TPSA,HBD,HBA
CC(C)=O.C=O.N(c1ccccc1)c2ccccc2,water,298,-5.969586401,mol/L,257.333,3.840600000000002,46.17,1.0,3.0
COC(C)COC(C)COCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)O[Si](C)(C)C,water,298,-6.287739939,mol/L,484.9310000000002,5.326500000000006,55.38000000000001,0.0,6.0
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,water,298,-6.212571106,mol/L,326.288,5.331500000000003,44.760000000000005,0.0,4.0
CCCCCCCCCCCCCCCCOC(=O)Oc1c(Cl)cc(cc1Cl)C(=O)OCC,water,298,-7.133803789,mol/L,503.5070000000002,9.1668,61.83,0.0,5.0
OC(=O)\C=C\C(O)=O,water,298,-7.286576217,mol/L,116.07199999999999,-0.28819999999999985,74.6,2.0,2.0
[Cu++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,water,298,-11.99893786,mol/L,626.4660000000002,9.5451,80.25999999999999,0.0,4.0
Cl.OC(=O)[C@@H]1C[C@H](CN1)C2CCCCC2,water,298,0.631268384,mol/L,233.73899999999995,2.0512,49.33,2.0,2.0
O=C1NC2CC1C=C2,water,298,0.936160808,mol/L,109.12799999999999,0.06089999999999973,29.1,1.0,1.0
O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,water,298,-1.518904191,mol/L,297.267,-2.6318999999999972,103.59,0.0,9.0
CCCCCCCCCCCCOC(=O)C(C)O,water,298,-4.421069795,mol/L,258.40199999999993,3.831300000000003,46.53,1.0,3.0
O=C(Nc1ccccc1SSc2ccccc2NC(=O)c3ccccc3)c4ccccc4,water,298,-4.756438311,mol/L,456.59200000000016,6.990600000000005,58.2,2.0,4.0
C1CCC(CC1)c2ccccc2,water,298,-4.341502278,mol/L,160.26000000000002,3.734300000000003,0.0,0.0,0.0
[Mo],water,298,-4.203848464,mol/L,95.94,-0.0025,0.0,0.0,0.0
CCCCCCCCCCCC(=O)OCC(O)CO,water,298,-5.43838569,mol/L,274.40099999999995,2.8037000000000014,66.76,2.0,4.0
CC1=CCC2CC1C2(C)C,water,298,-3.453057022,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
[Na+].[Na+].[K+].[K+].Nc1c(cc(c(N)c1N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)[S]([O-])(=O)=O)N=Nc3ccc(cc3[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O,water,298,-0.289144621,mol/L,973.0040000000002,-11.993000000000015,417.02,2.0,24.0
[Na+].CCCCc1ccc2[n-]nnc2c1,water,298,0.404025656,mol/L,197.217,-1.066399999999999,39.88,0.0,2.0
CC1=CCC2CC1C2(C)C,water,298,-3.490845583,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CC1=CCC2CC1C2(C)C,water,298,-3.642936566,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CC1=CCC2CC1C2(C)C,water,298,-2.924783245,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CC1=CCC2CC1C2(C)C,water,298,-3.06984027,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CC1=CCC2CC1C2(C)C,water,298,-3.772570424,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,water,298,-4.799620032,mol/L,340.4190000000001,3.567700000000002,43.519999999999996,0.0,4.0
CCCCCCCCCCCCCCCCN(C)C,water,298,-4.652434914,mol/L,269.51699999999994,6.029300000000006,3.24,0.0,1.0
CC(C)C1CC2=C(C)CC1C(C2)C=O,water,298,-3.850854284,mol/L,192.302,3.2039000000000017,17.07,0.0,1.0
CCCCCCCCCCCCN(C)C,water,298,-4.727152739,mol/L,213.40899999999996,4.468900000000004,3.24,0.0,1.0
CCCCCCCCCCCCN(C)C,water,298,-4.426122744,mol/L,213.40899999999996,4.468900000000004,3.24,0.0,1.0
CCCCC,water,298,-3.339728415,mol/L,72.151,2.1965000000000003,0.0,0.0,0.0
[Na+].[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4cc(c(N=Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)c(O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,water,298,-0.50252635,mol/L,954.2180000000004,-7.51360000000001,327.68999999999994,2.0,20.0
Clc1ccc(Oc2cccc(Cl)c2)cc1,water,298,-5.387355317,mol/L,239.101,4.785700000000003,9.23,0.0,1.0
Clc1ccc(Oc2cccc(Cl)c2)cc1,water,298,-5.539732302,mol/L,239.101,4.785700000000003,9.23,0.0,1.0
CCCCC(CC)C(=O)OCC(COCC(COC(=O)CCCCCC(C)C)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC)(COC(=O)CCCCCC(C)C)COC(=O)CCCCCC(C)C,water,298,-7.323686796,mol/L,1053.5539999999987,14.703699999999975,167.03,0.0,13.0
CCN(CC)CCCNc1nc(Nc2ccc(cc2)N=Nc3c(O)c4c(Nc5nc(NCC(C)N)nc(NCC(C)N)n5)cc(cc4cc3[S](O)(=O)=O)[S](O)(=O)=O)nc(Nc6ccc(cc6)N=Nc7c(O)c8c(Nc9nc(NCC(C)N)nc(NCC(C)N)n9)cc(cc8cc7[S](O)(=O)=O)[S](O)(=O)=O)n1.CC(O)C(O)=O,water,298,-0.794219043,mol/L,1618.7970000000007,6.383200000000008,696.5100000000002,21.0,39.0
CCc1ccccc1.CCc2cc(CC)c(CC)cc2CC.CCC(C)(c3ccccc3)c4ccccc4.Cc5ccccc5.Cc6ccccc6c7ccccc7.Cc8cccc9ccccc89.C=Cc%10ccccc%10.C%11CCC(CC%11)c%12ccccc%12.C(Cc%13ccccc%13)c%14ccccc%14.c%15ccccc%15.c%16ccc(cc%16)c%17ccccc%17,water,298,-4.80302069,mol/L,1588.4030000000002,33.96896000000007,0.0,0.0,0.0
Cl.CCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)OCC,water,298,-0.231611963,mol/L,421.02600000000024,3.6402699999999992,117.3,4.0,4.0
OC(=O)Cc1ccc(Cl)cc1Cl,water,298,-2.950110757,mol/L,205.04,2.6205000000000007,37.3,1.0,1.0
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,water,298,-3.992340979,mol/L,206.32899999999992,3.904200000000003,17.07,0.0,1.0
CC(=O)C(\C)=C/C1C(=CCCC1(C)C)C,water,298,-3.992340979,mol/L,206.32899999999992,3.904200000000003,17.07,0.0,1.0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,water,298,-3.97511656,mol/L,198.30599999999998,3.0103000000000018,26.3,0.0,2.0
CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,water,298,-3.12750109,mol/L,276.292,1.5217999999999998,92.34,2.0,4.0
[OH-].[Cr+3].[O-][S]([O-])(=O)=O,water,298,-2.916627632,mol/L,165.06599999999997,-1.5172999999999999,110.25999999999999,0.0,5.0
[Cl-].CCCCCCCCCCCC(=O)OCC[N+](C)(C)C,water,298,-2.211100306,mol/L,321.93300000000005,1.1607000000000007,26.3,0.0,2.0
CCc1ccc(CC)cc1.CC(C)c2ccccc2.Cc3ccccc3.Cc4cc(C)cc(C)c4.C5CCc6ccccc6C5.C7Cc8ccccc8C7.C9C=Cc%10ccccc9%10.c%11ccccc%11.c%12ccc%13ccccc%13c%12,water,298,-3.87073364,mol/L,1039.589,21.75128000000002,0.0,0.0,0.0
CCCCC.CCc1ccccc1.Cc2ccccc2.Cc3cccc(C)c3.C4CCCC4,water,298,-3.503949163,mol/L,446.7630000000004,10.694459999999992,0.0,0.0,0.0
Cc1ccccc1.C=Cc2ccccc2.c3ccccc3,water,298,-3.29226715,mol/L,274.40700000000004,6.011220000000006,0.0,0.0,0.0
O=C(OCc1ccccc1)c2ccccc2,water,298,-4.177624494,mol/L,212.248,3.0436000000000014,26.3,0.0,2.0
O=[S](=O)(c1ccccc1)c2ccccc2,water,298,-4.192879941,mol/L,218.277,2.519400000000001,34.14,0.0,2.0
C=CC(=O)N1CCOCC1,water,298,0.850257585,mol/L,141.17,0.031199999999999894,29.540000000000003,0.0,2.0
COCC(C)O,water,298,1.045169179,mol/L,90.122,0.013600000000000112,29.46,1.0,2.0
[Na+].[Na+].[O-]C(=O)CCC([O-])=O,water,298,-0.209654395,mol/L,162.052,-8.725600000000002,80.25999999999999,0.0,4.0
CNC,water,298,-0.654032074,mol/L,45.085,-0.1644000000000001,12.03,1.0,1.0
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,water,298,-1.575505364,mol/L,376.27500000000015,-3.9900999999999964,93.4,0.0,5.0
O=C1CCCN1,water,298,-0.929960179,mol/L,85.10600000000001,-0.10360000000000008,29.1,1.0,1.0
[NH4+].O.[O--].[Mo],water,298,-1.170241174,mol/L,147.993,-0.5698000000000001,96.5,1.0,0.0
[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3,water,298,-2.528729065,mol/L,337.85400000000004,1.3052699999999988,75.89,3.0,3.0
OC(=O)CS,water,298,-1.964349215,mol/L,92.119,0.0008000000000000229,37.3,2.0,2.0
CC(CCCC(C)(C)O)CC=O.[nH]1ccc2ccccc12,water,298,-4.92245094,mol/L,289.41900000000004,4.320600000000003,53.089999999999996,2.0,2.0
CCCCCCCCCCCCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCCCCCCCCCCCC,water,298,-7.094152366,mol/L,621.044,13.151999999999976,52.60000000000001,0.0,4.0
O.[In+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N](=O)=O,water,298,-2.503579611,mol/L,318.8450000000001,-1.9227999999999996,230.09999999999997,0.0,9.0
[Na+].C[S-],water,298,-1.845668452,mol/L,70.092,-2.8328999999999995,0.0,0.0,1.0
N1c2ccccc2Sc3ccccc13,water,298,-6.258066671,mol/L,199.278,3.894800000000001,12.03,1.0,2.0
CCOC(=O)CN=C(c1ccccc1)c2ccccc2,water,298,-3.427044449,mol/L,267.32800000000003,3.0871000000000013,38.66,0.0,3.0
Cc1cc(c(OP2OCC3(CO2)COP(OC3)Oc4c(cc(C)cc4C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C)C(C)(C)C,water,298,-7.801238331,mol/L,632.7590000000001,10.485039999999993,55.38000000000001,0.0,6.0
[Al+3].[O-][P]([O-])([O-])=O,water,298,-4.246082833,mol/L,121.95199999999998,-3.2054,86.25,0.0,4.0
CCOC(=O)CC(NC1CCC(CC2CCC(NC(CC(=O)OCC)C(=O)OCC)C(C)C2)CC1C)C(=O)OCC,water,298,-5.06653389,mol/L,582.7790000000003,3.935100000000004,129.26000000000002,2.0,10.0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,water,298,-3.136750998,mol/L,342.5240000000001,2.2399000000000004,69.22999999999999,1.0,3.0
CC[Pb](CC)(CC)CC,water,298,-5.138736608,mol/L,323.44800000000015,3.514800000000003,0.0,0.0,0.0
CN(C)CCOCCO,water,298,-0.12447488,mol/L,133.191,-0.4431000000000002,32.7,1.0,3.0
Nc1ccc(c(N)c1)[N+]([O-])=O,water,298,-2.185091479,mol/L,153.14100000000002,0.7592000000000001,95.18,2.0,4.0
CCCCCCCCCCCC([O-])=O.CCCCCCCCCCCC([O-])=O.CCCC[Sn++]CCCC,water,298,-5.645086143,mol/L,631.5710000000003,8.441800000000008,80.25999999999999,0.0,4.0
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,water,298,-5.475689863,mol/L,418.6180000000004,7.2132000000000085,52.60000000000001,0.0,4.0
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,water,298,-5.475689863,mol/L,418.6180000000004,7.2132000000000085,52.60000000000001,0.0,4.0
CC[Pb](CC)(CC)CC,water,298,-5.412894457,mol/L,323.44800000000015,3.514800000000003,0.0,0.0,0.0
[F-].[F-].[F-].[Ce+3],water,298,-5.253315973,mol/L,197.11,-8.988,0.0,0.0,0.0
CCCCCCCCCCCCCCCC(=O)O[C@@H]1C[C@H](N(C1)C(=O)CCCCCCCCCCCCCCC)C(O)=O,water,298,-5.783875721,mol/L,607.9610000000004,10.546299999999997,83.91,1.0,4.0
CC1=CCC2C(C1)C2(C)C,water,298,-5.435328255,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,water,298,-6.123446546,mol/L,398.6280000000004,7.829600000000009,52.6,0.0,4.0
[F-].[F-].[F-].[Ce+3],water,298,-5.863344894,mol/L,197.11,-8.988,0.0,0.0,0.0
c1ccc(cc1)P(c2ccccc2)c3ccccc3,water,298,-6.2013011,mol/L,262.29200000000003,3.4448000000000016,0.0,0.0,0.0
[F-].[F-].[F-].[Ce+3],water,298,-6.090588675,mol/L,197.11,-8.988,0.0,0.0,0.0
CC(CCC=C(C)C)C=C,water,298,-5.964586446,mol/L,138.25399999999996,3.5549000000000026,0.0,0.0,0.0
CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)CO,water,298,-7.53462824,mol/L,684.9490000000005,6.887800000000008,230.11999999999995,8.0,8.0
CCCCC(CC)COC(=O)CSCC(=O)OCC(CC)CCCC,water,298,-6.654998171,mol/L,374.5870000000002,5.238800000000006,52.60000000000001,0.0,5.0
CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,water,298,-6.832409109,mol/L,543.875,6.4737000000000045,40.46,2.0,2.0
[F-].[F-].[F-].[Ce+3],water,298,-6.408217933,mol/L,197.11,-8.988,0.0,0.0,0.0
B12B3B4B1C234,water,298,-5.885070525,mol/L,55.259,-1.3084000000000002,0.0,0.0,0.0
CC(C)=CCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,water,298,-7.985818524,mol/L,290.362,4.360800000000004,34.14,0.0,2.0
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,water,298,-4.780941415,mol/L,404.5910000000004,7.111300000000008,52.60000000000001,0.0,4.0
[Li+].CCCCCCCCCCCCCCCCCCCCCC([O-])=O,water,298,-6.876976741,mol/L,346.52500000000015,3.5622000000000007,40.129999999999995,0.0,2.0
[Li+].CCCCCCCCCCCCCC([O-])=O,water,298,-6.707031139,mol/L,234.30899999999994,0.4413999999999998,40.129999999999995,0.0,2.0
[Li+].CCCCCCCC\C=C/CCCCCCCC([O-])=O,water,298,-6.79723893,mol/L,288.401,1.7777999999999985,40.129999999999995,0.0,2.0
[Li+].CCCCCCC(O)CCCCCCCCCCC([O-])=O,water,298,-6.823553607,mol/L,306.416,0.9725999999999997,60.36,1.0,3.0
[Rh].CC(=O)[CH-]C(C)=O.[C-]#[O+].c1ccc(cc1)P(c2ccccc2)c3ccccc3,water,298,-7.312033591,mol/L,492.3170000000001,3.773480000000003,54.04,0.0,2.0
CC1(C)C2CCC(=C)C1C2,water,298,-6.833268264,mol/L,136.238,2.9987000000000013,0.0,0.0,0.0
CC(C)CCCCCCCCOCCCNCCC#N,water,298,-3.618466492,mol/L,282.472,4.2830800000000036,45.05,1.0,3.0
CC(=O)OC[C@H]1CCC=C(CCC=C(C)C)C1,water,298,-4.975624785,mol/L,236.35499999999996,4.022400000000004,26.3,0.0,2.0
CC(CCNC(=O)OCCOC(=O)C(C)=C)CC(C)(C)CNC(=O)OCCOC(=O)C(C)=C,water,298,-4.631225091,mol/L,470.5630000000003,3.119900000000002,129.26,2.0,8.0
CC(=O)c1cc(Nc2nc(Nc3cc(C(C)=O)c(N)c4C(=O)c5ccccc5C(=O)c34)nc(n2)c6ccccc6)c7C(=O)c8ccccc8C(=O)c7c1N,water,298,-4.950431795,mol/L,713.71,6.146200000000004,217.18999999999997,4.0,13.0
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]3(C)OCC[C@H]23,water,298,-4.581253946,mol/L,236.39899999999994,4.408000000000004,9.23,0.0,1.0
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,water,298,-4.726791601,mol/L,330.509,4.364100000000005,66.76,2.0,4.0
CCCCCCCC.CC(C)(C)OO.CC1(C)CC(CC(C)(C)N1)OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,water,298,-5.05759511,mol/L,685.0880000000002,10.453299999999997,106.11999999999999,3.0,8.0
CCCCC(CC)COC(=O)CS[Sn](C)(C)SCC(=O)OCC(CC)CCCC,water,298,-4.045663238,mol/L,555.4350000000001,6.673800000000008,52.60000000000001,0.0,6.0
CCCCCCCC\C=C/CCCCCCCC1=NCCN1CCO,water,298,-3.845830759,mol/L,350.59100000000007,5.730300000000007,35.83,1.0,3.0
CCCCCCCCCCCCCCCCCCCCCC(O)=O,water,298,-3.833264439,mol/L,340.59200000000004,7.892900000000008,37.3,1.0,1.0
O.Cl.[Zn].CC(C)(C)c1cc(C(O)=O)c(O)c(c1)C(C)(C)C,water,298,-4.869471103,mol/L,370.2040000000002,3.280000000000002,89.03000000000002,2.0,2.0
[Zn++].CCCC(C)C(CCC)C(C)Cc1ccc(O[P]([S-])(=S)Oc2ccc(CC(C)C(CCC)C(C)CCC)cc2)cc1.CCCC(C)C(CCC)C(C)Cc3ccc(O[P]([S-])(=S)Oc4ccc(CC(C)C(CCC)C(C)CCC)cc4)cc3,water,298,-5.415414768,mol/L,1301.321999999999,23.953500000000034,36.92,0.0,8.0
[Cr+3].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,water,298,-3.019941271,mol/L,481.6140000000004,2.855600000000001,120.38999999999999,0.0,6.0
Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4,water,298,-1.059160932,mol/L,458.37500000000017,2.2332,197.36999999999998,8.0,11.0
CCOCCCCCCCCCCCCCC\C=C\CC,water,298,-4.799983961,mol/L,296.539,7.0604000000000084,9.23,0.0,1.0
Fc1cc(Cl)ccc1CC#N,water,298,-2.59390625,mol/L,169.58599999999998,2.54518,23.79,0.0,1.0
CC(CC(C)(C)C#N)c1ccccc1,water,298,-3.235078816,mol/L,187.28600000000003,3.729980000000003,23.79,0.0,1.0
CC(=O)OC1CCC(CC1)C(C)(C)C,water,298,-3.699640669,mol/L,198.30599999999998,3.1544000000000016,26.3,0.0,2.0
CC(=O)OC1CCC(CC1)C(C)(C)C,water,298,-3.699640669,mol/L,198.30599999999998,3.1544000000000016,26.3,0.0,2.0
CCCCCCCCCCCCCCO,water,298,-5.486112561,mol/L,214.39299999999994,4.679800000000005,20.23,1.0,1.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,water,298,-4.918998851,mol/L,290.44699999999995,3.9591000000000034,37.3,1.0,2.0
O=C(NC1CCCCC1)Nc2ccc(Cc3ccc(NC(=O)NC4CCCCC4)cc3)cc2,water,298,-5.142667396,mol/L,448.6110000000003,6.185800000000006,82.26,4.0,2.0
CC1=CC(C)(C)Nc2ccccc12,water,298,-4.733545825,mol/L,173.25900000000001,3.2940000000000014,12.03,1.0,1.0
Cc1ccc(cc1N=C=O)N2C(=O)N(c3ccc(C)c(c3)N=C=O)C2=O,water,298,-5.03682594,mol/L,348.3180000000001,3.8046400000000027,99.47999999999999,0.0,6.0
CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,water,298,-5.06253686,mol/L,346.46400000000006,1.931999999999999,96.22000000000001,3.0,6.0
CC(=C)c1ccc(cc1)C(=O)C(C)(C)O.CC(C)(O)C(=O)c2ccc(cc2)C3(C)CC(C)(C)c4cc(ccc34)C(=O)C(C)(C)O.CC(C)(O)C(=O)c5ccc(cc5)C6(C)CC(C)(C)c7ccc(cc67)C(=O)C(C)(C)O,water,298,-5.532051212,mol/L,1021.3449999999998,11.835499999999987,186.49999999999997,5.0,10.0
COC(=O)CN(CC(=O)OC)c1ccc(N=Nc2ccc(cc2C#N)[N+]([O-])=O)c(NC(C)=O)c1,water,298,-5.193519738,mol/L,468.4260000000002,2.992680000000001,176.58999999999997,1.0,11.0
[Cu+].[I-],water,298,-5.978750981,mol/L,190.45,-2.9985,0.0,0.0,0.0
Nc1ccc(N=Nc2cccc(c2)N=Nc3ccc(N)cc3N)c(N)c1,water,298,-4.197152695,mol/L,346.39800000000014,4.846200000000002,153.51999999999998,4.0,8.0
CCCC(C)C.CCCC(C)CC.CCC(C)CC.CCC(C)C(C)C,water,298,-3.270406298,mol/L,372.76600000000013,10.406099999999995,0.0,0.0,0.0
CCCCC,water,298,-2.557212359,mol/L,72.151,2.1965000000000003,0.0,0.0,0.0
CC\C=C\C,water,298,-2.544904806,mol/L,70.135,1.9725,0.0,0.0,0.0
S,water,298,-5.532537815,mol/L,34.083,0.11280000000000001,0.0,0.0,0.0
CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc2sc3cc(ccc3n2)[N+]([O-])=O,water,298,-4.340908898,mol/L,438.4690000000002,4.9030800000000045,134.08,0.0,10.0
N#Cc1ccccc1/C=C/c2ccc(cc2)/C=C/c3ccccc3C#N,water,298,-4.220638859,mol/L,332.40600000000006,5.7707600000000046,47.58,0.0,2.0
[O-][N+](=O)c1ccc(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,water,298,-4.281954413,mol/L,382.81100000000015,5.297360000000004,118.67999999999998,0.0,7.0
CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,water,298,-4.280341584,mol/L,381.39200000000017,4.293380000000004,121.19,0.0,8.0
CCN(CCC#N)c1ccc(cc1)N=Nc2c(Br)cc(cc2Br)[N+]([O-])=O,water,298,-4.381248689,mol/L,481.1480000000001,6.275180000000004,94.88999999999999,0.0,6.0
CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,water,298,-4.252611554,mol/L,357.8010000000001,5.403580000000004,94.88999999999999,0.0,6.0
COc1cc(N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CC=C)CC=C,water,298,-4.388179382,mol/L,488.8880000000004,5.7172000000000045,152.57000000000002,1.0,9.0
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,water,298,-6.623038672,mol/L,461.77600000000007,5.1677000000000035,104.97,0.0,7.0
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]12C,water,298,-5.092558995,mol/L,346.51100000000014,4.7759000000000045,43.370000000000005,0.0,3.0
CC1=CC(C)(C)Nc2ccccc12,water,298,-4.840755795,mol/L,173.25900000000001,3.2940000000000014,12.03,1.0,1.0
CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,water,298,-6.91873366,mol/L,414.67100000000016,6.704700000000009,66.76,2.0,4.0
C[C](C)C,water,298,-4.376546543,mol/L,57.116,1.62059,0.0,0.0,0.0
O[Mo](O)(=O)=O,water,298,-2.379760962,mol/L,161.952,-1.3541,74.6,2.0,2.0
O[Mo](O)(=O)=O,water,298,-2.379760962,mol/L,161.952,-1.3541,74.6,2.0,2.0
CCC=C.C\C=C\C,water,298,-4.669843542,mol/L,112.21599999999998,3.1648000000000023,0.0,0.0,0.0
CCCCCCCCC(O)=O.CCCCCCC(O)=O.CCCCC(O)=O.OCC(CO)(CO)CO,water,298,-5.418373857,mol/L,526.7080000000004,4.066200000000005,192.81999999999996,7.0,7.0
CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,water,298,-5.327113617,mol/L,424.76000000000033,8.888020000000003,20.23,1.0,3.0
COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,water,298,-5.495120243,mol/L,625.3890000000002,4.580500000000004,205.17,1.0,13.0
CCCCC(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC3CC(C)(C)N(C)C(C)(C)C3,water,298,-5.534690373,mol/L,685.047,9.095500000000005,79.31,1.0,7.0
C1CCC2CCCCC2C1,water,298,-2.895165038,mol/L,138.254,3.3668000000000022,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,water,298,-4.289059935,mol/L,272.388,3.697300000000002,34.14,0.0,2.0
CC(C)(C)c1cc(O)ccc1O,water,298,-1.220683278,mol/L,166.21999999999997,2.395300000000001,40.46,2.0,2.0
COc1ccc(N)c(c1)[N+]([O-])=O,water,298,-1.225702037,mol/L,168.152,1.1855999999999998,78.38999999999999,1.0,4.0
CCOC(OCC)\C=C(C)\CCC=C(C)C,water,298,-2.354799685,mol/L,226.35999999999996,4.078200000000003,18.46,0.0,2.0
S=C1Nc2ccccc2N1,water,298,-2.176687281,mol/L,150.206,2.2254899999999997,31.58,2.0,1.0
CC(C)(C)C1CCC(O)CC1,water,298,-3.193872833,mol/L,156.26899999999995,2.5836000000000006,20.23,1.0,1.0
[Zn++].CCCCCCC(O)CCCCCCCCCCC([O-])=O.CCCCCCC(O)CCCCCCCCCCC([O-])=O,water,298,-3.822390402,mol/L,664.34,7.93470000000001,120.72,2.0,6.0
CCCCCCOCCCCCC,water,298,-4.270303761,mol/L,186.33899999999994,4.163600000000003,9.23,0.0,1.0
[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOCCC#N)CCC#N,water,298,-4.593750027,mol/L,392.41900000000027,4.660560000000005,127.91,0.0,8.0
CCCCN(C1CC(C)(C)N(C)C(C)(C)C1)c2nc(NCCCN(CCN(CCCNc3nc(nc(n3)N(CCCC)C4CC(C)(C)N(C)C(C)(C)C4)N(CCCC)C5CC(C)(C)N(C)C(C)(C)C5)c6nc(nc(n6)N(CCCC)C7CC(C)(C)N(C)C(C)(C)C7)N(CCCC)C8CC(C)(C)N(C)C(C)(C)C8)c9nc(nc(n9)N(CCCC)C%10CC(C)(C)N(C)C(C)(C)C%10)N(CCCC)C%11CC(C)(C)N(C)C(C)(C)C%11)nc(n2)N(CCCC)C%12CC(C)(C)N(C)C(C)(C)C%12,water,298,-5.359014668,mol/L,2285.675999999996,25.807200000000055,237.06,2.0,32.0
CCN(CC)c1cc(NC(C)=O)c(cc1OC)N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O,water,298,-4.667327783,mol/L,464.8660000000002,5.385000000000005,152.57,1.0,9.0
C1CCC2CCCCC2C1,water,298,-4.140677705,mol/L,138.254,3.3668000000000022,0.0,0.0,0.0
CCCC[Sn++]CCCC.[O-]C(=O)\C=C\C([O-])=O,water,298,-4.540328223,mol/L,346.9990000000001,0.16979999999999995,80.25999999999999,0.0,4.0
CC(=C)C(=O)O[Zn]O,water,298,-4.223960359,mol/L,167.47899999999998,0.01050000000000001,46.53,1.0,3.0
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC\C=C/CCCCCCCC,water,298,-4.781756093,mol/L,605.001,12.536299999999981,52.6,0.0,4.0
C,water,298,-3.959772916,mol/L,16.043,0.6361,0.0,0.0,0.0
